%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1528473238990800676,0,1528473238990439261,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239012771497,0,1528473239012444321,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239072932650,0,1528473239072515255,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239130701532,0,1528473239130404551,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239152730417,0,1528473239152402639,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239212790992,0,1528473239212359996,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239272778023,0,1528473239272396024,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239331625934,0,1528473239331247229,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239352545921,0,1528473239352256377,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239412757761,0,1528473239412326258,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239471643896,0,1528473239471275148,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239492495459,0,1528473239492172372,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239551750582,0,1528473239551317100,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239611520986,0,1528473239611213516,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239669617697,0,1528473239669241287,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239691471312,0,1528473239691139635,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239751411879,0,1528473239751097502,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239811527281,0,1528473239811134142,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239871708460,0,1528473239871180500,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239931503010,0,1528473239931122495,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473239991528729,0,1528473239991142502,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240051473552,0,1528473240051071086,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240110382299,0,1528473240109984259,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240131271796,0,1528473240130912961,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240190347970,0,1528473240189969919,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240248133842,0,1528473240247804520,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240271175752,0,1528473240270845690,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240330115513,0,1528473240329746534,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240387763187,0,1528473240387552375,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240410008780,0,1528473240409698736,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240470064650,0,1528473240469644564,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240527898758,0,1528473240527493777,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240549865675,0,1528473240549521249,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473240609839149,0,1528473240609504014,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
