%time,field.header.seq,field.header.stamp,field.angle_min,field.angle_max,field.angle_increment,field.range_min,field.range_max,field.ranges0,field.ranges1,field.ranges2,field.ranges3,field.ranges4,field.ranges5,field.ranges6,field.ranges7,field.ranges8,field.ranges9,field.ranges10,field.ranges11,field.ranges12,field.ranges13,field.ranges14,field.ranges15,field.ranges16,field.ranges17,field.ranges18,field.ranges19,field.ranges20,field.ranges21,field.ranges22,field.ranges23,field.ranges24,field.ranges25,field.ranges26,field.ranges27,field.ranges28,field.ranges29,field.ranges30,field.ranges31,field.ranges32,field.ranges33,field.ranges34,field.ranges35,field.ranges36,field.ranges37,field.ranges38,field.ranges39,field.ranges40,field.ranges41,field.ranges42,field.ranges43,field.ranges44,field.ranges45,field.ranges46,field.ranges47,field.ranges48,field.ranges49,field.ranges50,field.ranges51,field.ranges52,field.ranges53,field.ranges54,field.ranges55,field.ranges56,field.ranges57,field.ranges58,field.ranges59,field.ranges60,field.ranges61,field.ranges62,field.ranges63,field.ranges64,field.ranges65,field.ranges66,field.ranges67,field.ranges68,field.ranges69,field.ranges70,field.ranges71,field.ranges72,field.ranges73,field.ranges74,field.ranges75,field.ranges76,field.ranges77,field.ranges78,field.ranges79,field.ranges80,field.ranges81,field.ranges82,field.ranges83,field.ranges84,field.ranges85,field.ranges86,field.ranges87,field.ranges88,field.ranges89,field.ranges90,field.ranges91,field.ranges92,field.ranges93,field.ranges94,field.ranges95,field.ranges96,field.ranges97,field.ranges98,field.ranges99,field.ranges100,field.ranges101,field.ranges102,field.ranges103,field.ranges104,field.ranges105,field.ranges106,field.ranges107,field.ranges108,field.ranges109,field.ranges110,field.ranges111,field.ranges112,field.ranges113,field.ranges114,field.ranges115,field.ranges116,field.ranges117,field.ranges118,field.ranges119,field.ranges120,field.ranges121,field.ranges122,field.ranges123,field.ranges124,field.ranges125,field.ranges126,field.ranges127,field.ranges128,field.ranges129,field.ranges130,field.ranges131,field.ranges132,field.ranges133,field.ranges134,field.ranges135,field.ranges136,field.ranges137,field.ranges138,field.ranges139,field.ranges140,field.ranges141,field.ranges142,field.ranges143,field.ranges144,field.ranges145,field.ranges146,field.ranges147,field.ranges148,field.ranges149,field.ranges150,field.ranges151,field.ranges152,field.ranges153,field.ranges154,field.ranges155,field.ranges156,field.ranges157,field.ranges158,field.ranges159,field.ranges160,field.ranges161,field.ranges162,field.ranges163,field.ranges164,field.ranges165,field.ranges166,field.ranges167,field.ranges168,field.ranges169,field.ranges170,field.ranges171,field.ranges172,field.ranges173,field.ranges174,field.ranges175,field.ranges176,field.ranges177,field.ranges178,field.ranges179,field.ranges180,field.ranges181,field.ranges182,field.ranges183,field.ranges184,field.ranges185,field.ranges186,field.ranges187,field.ranges188,field.ranges189,field.ranges190,field.ranges191,field.ranges192,field.ranges193,field.ranges194,field.ranges195,field.ranges196,field.ranges197,field.ranges198,field.ranges199,field.ranges200,field.ranges201,field.ranges202,field.ranges203,field.ranges204,field.ranges205,field.ranges206,field.ranges207,field.ranges208,field.ranges209,field.ranges210,field.ranges211,field.ranges212,field.ranges213,field.ranges214,field.ranges215,field.ranges216,field.ranges217,field.ranges218,field.ranges219,field.ranges220,field.ranges221,field.ranges222,field.ranges223,field.ranges224,field.ranges225,field.ranges226,field.ranges227,field.ranges228,field.ranges229,field.ranges230,field.ranges231,field.ranges232,field.ranges233,field.ranges234,field.ranges235,field.ranges236,field.ranges237,field.ranges238,field.ranges239,field.ranges240,field.ranges241,field.ranges242,field.ranges243,field.ranges244,field.ranges245,field.ranges246,field.ranges247,field.ranges248,field.ranges249,field.ranges250,field.ranges251,field.ranges252,field.ranges253,field.ranges254,field.ranges255,field.ranges256,field.ranges257,field.ranges258,field.ranges259,field.ranges260,field.ranges261,field.ranges262,field.ranges263,field.ranges264,field.ranges265,field.ranges266,field.ranges267,field.ranges268,field.ranges269,field.ranges270,field.ranges271,field.ranges272,field.ranges273,field.ranges274,field.ranges275,field.ranges276,field.ranges277,field.ranges278,field.ranges279,field.ranges280,field.ranges281,field.ranges282,field.ranges283,field.ranges284,field.ranges285,field.ranges286,field.ranges287,field.ranges288,field.ranges289,field.ranges290,field.ranges291,field.ranges292,field.ranges293,field.ranges294,field.ranges295,field.ranges296,field.ranges297,field.ranges298,field.ranges299,field.ranges300,field.ranges301,field.ranges302,field.ranges303,field.ranges304,field.ranges305,field.ranges306,field.ranges307,field.ranges308,field.ranges309,field.ranges310,field.ranges311,field.ranges312,field.ranges313,field.ranges314,field.ranges315,field.ranges316,field.ranges317,field.ranges318,field.ranges319,field.ranges320,field.ranges321,field.ranges322,field.ranges323,field.ranges324,field.ranges325,field.ranges326,field.ranges327,field.ranges328,field.ranges329,field.ranges330,field.ranges331,field.ranges332,field.ranges333,field.ranges334,field.ranges335,field.ranges336,field.ranges337,field.ranges338,field.ranges339,field.ranges340,field.ranges341,field.ranges342,field.ranges343,field.ranges344,field.ranges345,field.ranges346,field.ranges347,field.ranges348,field.ranges349,field.ranges350,field.ranges351,field.ranges352,field.ranges353,field.ranges354,field.ranges355,field.ranges356,field.ranges357,field.ranges358,field.ranges359
1.5284737221832E+018,11462,1.52847372205989E+018,-3.1241390705,3.141592741,0.0174532924,0.150000006,8,3.8877499104,3.7925000191,3.6602499485,3.6565001011,3.7374999523,3.7395000458,inf,3.7820000649,inf,inf,inf,inf,inf,inf,inf,inf,3.8287498951,inf,3.8687500954,inf,inf,inf,inf,2.9962499142,2.9430000782,inf,3.9617500305,3.9727499485,4.021999836,inf,inf,2.3582499027,inf,inf,inf,inf,inf,3.0924999714,3.0020000935,inf,2.912250042,2.8245000839,2.7282500267,inf,2.712749958,inf,inf,inf,2.3190000057,inf,2.3415000439,2.3077499867,1.4082499743,1.3769999743,0.1270000041,0.1264999956,1.2907500267,1.2914999723,inf,inf,inf,inf,inf,inf,inf,1.9142500162,1.8904999495,1.5744999647,inf,1.559499979,1.5437500477,1.5262500048,1.5149999857,inf,1.5010000467,1.4904999733,1.47724998,1.4702500105,inf,1.4947500229,1.6315000057,1.7942500114,inf,2.0347499847,2.2634999752,2.6019999981,inf,3.0850000382,inf,inf,inf,inf,7.2855000496,7.2827501297,inf,7.2802500725,7.2855000496,7.2827501297,7.2880001068,inf,7.2930002213,7.2855000496,7.2930002213,inf,7.3087501526,7.3035001755,7.451499939,7.451499939,inf,inf,inf,inf,0.6535000205,0.6414999962,0.6399999857,inf,0.6414999962,0.6492499709,inf,inf,1.1864999533,inf,1.1582499743,1.1317499876,1.0299999714,1.0102499723,0.9955000281,inf,0.9917500019,1.0122499466,1.0517499447,1.0387500525,inf,1.0279999971,1.0264999867,1.0297499895,0.8597499728,0.8672500253,inf,inf,inf,inf,0.1515000016,0.155249998,inf,0.1532499939,1.9737499952,2.601749897,inf,inf,inf,inf,inf,0.9012500048,0.8930000067,0.8385000229,inf,0.9387500286,inf,inf,0.9392499924,0.7957500219,0.6967499852,inf,0.67900002,inf,1.4792499542,1.4685000181,inf,1.4612499476,0.8360000253,inf,0.903249979,0.9412500262,1.0019999743,inf,0.8777499795,0.9952499866,0.6729999781,0.9574999809,0.7497500181,inf,0.7452499866,0.7350000143,inf,1.0045000315,0.9317499995,1.0087499619,inf,1.005499959,1.4114999771,1.4140000343,inf,1.4157500267,1.5207500458,1.5420000553,inf,1.5567500591,1.5490000248,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.144749999,1.7092499733,1.5567500591,1.5357500315,inf,1.6602499485,inf,inf,inf,inf,inf,1.8717499971,inf,inf,1.7647500038,1.6667499542,1.2884999514,inf,inf,inf,inf,inf,inf,inf,inf,1.7079999447,inf,2.9997498989,3.1312499046,3.2839999199,inf,3.4535000324,3.6480000019,3.8345000744,inf,4.0749998093,4.3537502289,4.6789999008,4.962749958,inf,5.5482501984,inf,3.5687499046,3.492000103,inf,3.2829999924,3.3059999943,3.278249979,3.3150000572,inf,3.3789999485,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.6982500553,inf,3.6982500553,3.7320001125,3.5174999237,3.6537499428,inf,3.8322501183,4.0652499199,4.0789999962,4.1224999428,inf,4.1292500496,4.134250164,4.1824998856,inf,4.2375001907,4.2839999199,4.3445000649,3.8812499046,inf,3.9602499008,4.523250103,4.53125,4.3509998322,inf,4.2940001488,inf,inf,inf,inf,inf,1.6267499924,1.6749999523,1.67324996,1.67324996,0.1242500022,1.6807500124,1.684499979,1.692999959,inf,1.7022500038,inf,inf,inf,inf,inf,inf,inf,inf,4.7367501259,4.6059999466,4.537250042,inf,4.4734997749,4.4675002098,4.351749897,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.0155000687,3.9779999256,inf,3.96875,3.9260001183,3.9214999676,3.8864998817,inf,3.8819999695
1.52847372230613E+018,11463,1.52847372218288E+018,-3.1241390705,3.141592741,0.0174532924,0.150000006,8,3.8835000992,inf,3.6597499847,3.6597499847,3.7422499657,inf,3.7769999504,3.8722500801,3.7804999352,inf,inf,inf,inf,inf,inf,inf,3.8710000515,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.9649999142,3.9709999561,inf,4.0212497711,2.2904999256,inf,inf,inf,inf,inf,inf,3.0617499352,inf,2.9957499504,2.8872499466,2.8002500534,inf,2.7222499847,2.7135000229,inf,inf,inf,inf,2.3215000629,2.3415000439,inf,0.1272500008,0.125,inf,1.317999959,1.2922500372,1.2929999828,inf,inf,inf,inf,inf,inf,1.903249979,1.9107500315,1.8892500401,inf,1.5742499828,1.5575000048,1.5412499905,1.525750041,inf,1.5089999437,1.4989999533,1.4884999991,1.4762500525,inf,1.4672499895,1.5184999704,1.6597499847,inf,1.8305000067,2.0612499714,2.3242499828,inf,2.7597498894,3.1762499809,3.8722500801,inf,inf,inf,7.290500164,inf,7.2827501297,7.290500164,7.2855000496,7.2802500725,inf,7.2827501297,7.2855000496,7.290500164,inf,7.2930002213,7.3060002327,7.3060002327,7.3112502098,inf,7.451499939,inf,inf,inf,inf,0.6642500162,inf,0.6600000262,0.6625000238,0.667750001,inf,0.6847500205,inf,1.2007499933,1.1817500591,1.1322499514,1.1312500238,inf,1.1222499609,1.1180000305,1.119500041,1.0817500353,inf,1.0635000467,1.0527499914,1.0494999886,1.0532499552,0.9524999857,inf,0.9574999809,inf,inf,inf,inf,inf,0.1509999931,0.1532499939,0.1494999975,inf,inf,inf,2.212749958,inf,inf,inf,0.8939999938,0.8525000215,inf,0.8262500167,inf,inf,inf,inf,1.6475000382,0.7682499886,0.6899999976,0.6752499938,inf,1.4777499437,inf,1.4704999924,inf,inf,1.0022499561,0.8987500072,0.8877500296,inf,1.0267499685,0.8725000024,inf,0.6710000038,inf,0.957249999,0.7484999895,0.7407500148,0.7344999909,inf,0.9362499714,1.025249958,inf,1.0249999762,1.409250021,inf,1.4132499695,1.4149999619,1.5412499905,1.5277500153,inf,1.5490000248,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.1462499946,1.6970000267,1.5364999771,inf,1.6000000238,1.6690000296,inf,inf,inf,inf,inf,inf,1.8589999676,1.815500021,1.6640000343,1.715749979,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.699000001,3.0572500229,inf,3.2335000038,3.3434998989,3.5255000591,3.6995000839,inf,3.9649999142,4.2305002213,4.5262498856,inf,4.8095002174,5.1927499771,5.6440000534,inf,inf,3.5650000572,inf,3.3092501164,3.2760000229,inf,3.4159998894,3.3480000496,3.3784999847,inf,inf,inf,9.7110004425,inf,inf,inf,inf,inf,inf,inf,3.721750021,3.7252500057,3.7637500763,inf,3.565500021,3.6987500191,3.9222500324,4.0739998817,inf,4.0847501755,4.1242499352,4.1300001144,inf,4.1377501488,4.2270002365,4.2357501984,4.2902498245,inf,3.9214999676,3.9124999046,3.9727499485,4.5282502174,inf,4.5362501144,4.2967500687,4.3489999771,inf,inf,inf,inf,inf,1.6599999666,1.6742500067,inf,1.6712499857,1.6742500067,1.6827499867,inf,1.6855000258,1.6994999647,1.7200000286,inf,inf,inf,inf,inf,inf,inf,4.7379999161,4.6694998741,inf,4.5967497826,4.4765000343,4.4695000649,4.4095001221,inf,4.3489999771,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.9222500324,inf,3.9695000649,inf,4.0202498436,3.9735000134,3.965749979,3.9244999886,inf,3.8864998817,3.8835000992,3.8857500553
1.52847372242818E+018,11464,1.52847372230585E+018,-3.1241390705,3.141592741,0.0174532924,0.150000006,8,inf,3.8717501164,3.6914999485,3.6565001011,inf,3.7409999371,3.7402501106,3.826499939,inf,inf,inf,inf,inf,inf,inf,inf,3.8280000687,inf,inf,inf,inf,inf,inf,inf,inf,3.1457500458,3.9665000439,inf,4.0124998093,4.0612502098,2.6232500076,inf,inf,inf,inf,inf,inf,inf,3.0347499847,2.9917500019,2.8845000267,2.7974998951,inf,2.7165000439,2.6974999905,inf,inf,inf,inf,2.3355000019,2.3280000687,inf,1.4715000391,0.123999998,1.3459999561,1.318500042,1.2869999409,1.2957500219,inf,inf,inf,inf,inf,inf,1.9397499561,1.9047499895,inf,1.8917499781,1.5712499619,1.5514999628,1.5360000134,inf,1.5212500095,1.5102499723,1.4937499762,1.4845000505,inf,1.4762500525,1.4647500515,1.5384999514,inf,1.6867500544,1.8609999418,2.0994999409,inf,2.3742499352,2.8092501164,3.3434998989,inf,inf,inf,inf,inf,7.2827501297,7.290500164,7.2827501297,7.2855000496,inf,7.2827501297,7.2827501297,7.2827501297,inf,7.2880001068,7.2957501411,7.3035001755,7.3087501526,inf,7.451499939,inf,inf,inf,inf,4.9555001259,4.810500145,inf,0.7014999986,0.6957499981,0.6997500062,inf,0.7099999785,inf,1.278249979,1.2322499752,1.224750042,inf,1.2372499704,1.2262500525,1.2079999447,1.1572500467,inf,1.1295000315,1.1252499819,1.1269999743,inf,1.1430000067,1.1772500277,0.9812499881,0.9929999709,inf,inf,inf,inf,inf,0.1544999927,0.1515000016,inf,inf,2.559499979,inf,inf,inf,inf,inf,0.8934999704,inf,0.8519999981,0.8912500143,inf,inf,inf,inf,inf,1.6217499971,0.6869999766,0.6837499738,inf,inf,1.4765000343,1.4642499685,1.0640000105,inf,1.4562499523,0.9235000014,inf,0.8755000234,0.8730000257,0.9752500057,inf,0.6754999757,inf,inf,0.7477499843,0.7390000224,inf,0.7329999805,0.9685000181,inf,1.0095000267,inf,inf,1.4084999561,1.4144999981,1.4140000343,inf,1.534250021,1.5347499847,1.5420000553,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.1442500055,1.7652499676,inf,1.6944999695,1.5362499952,1.6579999924,1.667750001,inf,inf,inf,inf,inf,1.9025000334,1.8480000496,1.75849998,1.6289999485,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.9865000248,inf,3.1147499085,3.2442500591,3.382999897,inf,3.5687499046,3.7777500153,4.0180001259,4.2857499123,inf,4.5475001335,4.8854999542,5.283249855,inf,5.6440000534,inf,3.5332500935,inf,3.2792499065,inf,3.2760000229,3.4152500629,3.4124999046,inf,inf,inf,inf,inf,9.7110004425,inf,inf,inf,inf,inf,4.0700001717,3.6974999905,3.7272500992,inf,3.7339999676,3.5767500401,3.7762498856,3.9672501087,inf,4.076499939,4.0847501755,4.1267499924,inf,4.1327500343,4.1799998283,4.2277498245,4.2802500725,inf,4.2967500687,3.9230000973,3.9602499008,4.4704999924,inf,4.4765000343,4.4724998474,4.2895002365,inf,inf,inf,inf,inf,1.6119999886,1.6675000191,inf,1.67324996,1.6744999886,1.6759999991,0.123999998,inf,1.6902500391,1.6947499514,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.6050000191,4.5987501144,4.4765000343,inf,4.4664998055,4.3527498245,4.2947502136,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.9222500324,inf,inf,3.9642500877,3.9779999256,3.9679999352,3.9609999657,inf,3.9602499008,3.9549999237,3.8805000782,3.8857500553
1.52847372262525E+018,11465,1.52847372242794E+018,-3.1241390705,3.141592741,0.0174532924,0.150000006,8,inf,3.8687500954,3.6602499485,3.6557500362,3.7755000591,inf,3.7362499237,3.7825000286,inf,inf,inf,inf,inf,inf,inf,inf,3.8710000515,inf,3.8710000515,inf,inf,inf,inf,inf,inf,3.0257499218,3.9244999886,3.971750021,4.0194997788,inf,2.8375000954,4.017250061,inf,inf,inf,inf,inf,3.0902500153,inf,3.0002501011,2.8927500248,2.8212499619,2.7432498932,inf,2.712749958,inf,inf,inf,inf,2.3082499504,2.3410000801,2.3382499218,1.4835000038,1.36650002,0.1270000041,1.3235000372,1.2917499542,1.292750001,inf,inf,inf,inf,inf,inf,inf,1.9125000238,1.8884999752,1.574000001,inf,1.5585000515,1.5425000191,1.5272500515,inf,1.5102499723,1.5,1.4900000095,1.47724998,inf,1.4680000544,1.5160000324,1.6505000591,inf,1.82099998,2.0492498875,2.3080000877,inf,2.6237499714,3.1462500095,3.8722500801,inf,inf,inf,7.2957501411,inf,7.2777500153,7.2855000496,7.2827501297,7.2827501297,inf,7.2802500725,7.2855000496,7.2982501984,7.2957501411,inf,7.3010001183,7.3060002327,7.4487500191,inf,7.4542498589,inf,inf,5.0364999771,inf,4.8037500382,inf,inf,0.7975000143,0.7582499981,inf,0.7605000138,0.769749999,0.7822499871,inf,1.3097499609,1.3117500544,inf,1.2902499437,1.3200000525,1.2384999991,1.221750021,inf,1.2185000181,1.2322499752,1.2649999857,inf,1.3190000057,1.0152499676,1.0149999857,inf,inf,inf,inf,inf,0.1509999931,0.1529999971,0.1504999995,inf,inf,inf,inf,inf,inf,inf,0.8949999809,0.8554999828,inf,0.8305000067,inf,inf,inf,inf,inf,1.6547499895,0.6942499876,0.6750000119,inf,1.4777499437,inf,1.4670000076,inf,inf,0.9940000176,0.8987500072,inf,0.8807500005,inf,0.8809999824,inf,0.6707500219,inf,inf,0.7480000257,0.7397500277,0.7342500091,inf,0.93325001,1.0275000334,inf,1.0267499685,1.4110000134,inf,1.4137500525,1.4144999981,1.5207500458,inf,1.528249979,1.5492500067,1.5567500591,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.1449999958,1.8359999657,1.6940000057,inf,1.5362499952,1.6595000029,1.6692500114,inf,inf,inf,inf,1.8802499771,inf,1.8587499857,1.7587499619,1.6560000181,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.943500042,inf,3.0897500515,3.2422499657,3.3767499924,3.5675001144,inf,3.7707500458,3.971750021,4.2357501984,inf,4.5444998741,4.884250164,5.1992502213,5.6440000534,inf,inf,3.5344998837,inf,3.3055000305,inf,3.2767500877,3.4147500992,3.4147500992,inf,inf,inf,inf,inf,10.0034999847,inf,inf,inf,inf,inf,4.0700001717,3.7232499123,3.7272500992,inf,3.739000082,3.5775001049,3.7374999523,3.9289999008,inf,4.0772500038,4.0854997635,4.1209998131,inf,4.131000042,4.1834998131,4.1877498627,4.2829999924,inf,4.2957501411,3.9642500877,3.9214999676,4.3622498512,inf,4.529250145,4.4745001793,4.2930002213,inf,inf,inf,inf,inf,1.6122499704,1.6667499542,inf,1.6747499704,1.6807500124,0.125,0.1254999936,inf,1.6917500496,1.6982500553,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.7367501259,4.6082501411,4.5987501144,4.4755001068,inf,4.4675002098,4.351749897,4.3472499847,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.8775000572,inf,inf,3.9214999676,4.0110001564,3.9672501087,3.96875,inf,3.9602499008,3.9565000534,3.8819999695,3.8775000572
1.52847372274724E+018,11466,1.52847372262496E+018,-3.1241390705,3.141592741,0.0174532924,0.150000006,8,3.8797500134,inf,3.6597499847,3.6565001011,3.78125,inf,3.7422499657,3.7797501087,3.78125,inf,inf,inf,inf,inf,inf,inf,3.8710000515,inf,3.8722500801,inf,inf,inf,inf,inf,inf,2.9697499275,3.9625000954,3.9702498913,inf,4.0194997788,2.8935000897,3.971750021,inf,inf,inf,inf,inf,3.0887498856,inf,2.996999979,2.8927500248,2.820499897,2.7282500267,inf,2.7117500305,inf,inf,inf,inf,2.3077499867,2.3412499428,2.3387498856,0.123499997,1.3717499971,0.1270000041,1.3265000582,1.2910000086,1.2957500219,inf,inf,inf,inf,inf,inf,inf,1.9129999876,1.8887499571,1.574000001,inf,1.5579999685,1.5417499542,1.5264999867,1.5110000372,inf,1.5004999638,1.4907499552,1.47724998,1.4672499895,inf,1.5037499666,1.6375000477,inf,1.8117500544,2.039249897,2.2929999828,inf,2.6447501183,3.1462500095,inf,inf,inf,inf,7.2880001068,inf,7.2827501297,7.2855000496,7.2802500725,7.2855000496,inf,7.2777500153,7.2855000496,7.290500164,7.2982501984,inf,7.3010001183,7.3060002327,7.3137497902,inf,7.4487500191,inf,5.5467500687,4.9664998055,inf,4.75,inf,inf,inf,inf,0.9689999819,0.9432500005,0.9492499828,0.9779999852,inf,1.3704999685,1.3812500238,inf,1.3995000124,1.3554999828,1.2745000124,1.2487499714,inf,1.2522499561,1.2539999485,1.3017499447,inf,1.4247499704,1.0484999418,1.057000041,inf,inf,inf,inf,inf,0.1497499943,0.1532499939,0.1502500027,inf,inf,2.601749897,inf,inf,inf,inf,0.8945000172,0.8577499986,0.8307499886,inf,inf,inf,inf,inf,1.6484999657,0.769749999,0.6970000267,0.6767500043,inf,1.4774999619,inf,1.4680000544,inf,inf,1.0017499924,0.894749999,0.8970000148,inf,1.0107500553,0.8755000234,inf,0.6725000143,inf,0.957249999,0.7492499948,0.7412499785,0.7344999909,inf,0.9372500181,1.0317499638,inf,1.0217499733,1.4102499485,inf,1.4125000238,1.4157500267,1.534250021,1.5269999504,inf,1.5414999723,inf,inf,inf,inf,1.5959999561,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.1472499967,1.7089999914,1.536749959,inf,1.5954999924,1.6729999781,inf,inf,inf,inf,inf,inf,1.8589999676,1.8055000305,1.6649999619,1.699000001,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.699000001,3.0567500591,inf,3.2355000973,3.3440001011,3.5234999657,3.6982500553,inf,3.9642500877,4.2287502289,4.4724998474,inf,4.8072500229,5.1952500343,5.6440000534,inf,inf,3.5675001144,inf,3.3074998856,3.2767500877,inf,3.3862500191,3.3480000496,3.3112499714,inf,inf,inf,9.7110004425,inf,inf,inf,inf,inf,inf,4.2895002365,3.6914999485,3.6947500706,3.7347500324,inf,3.5662500858,3.6982500553,3.9200000763,4.0732498169,inf,4.1185002327,4.1242499352,4.1275000572,inf,4.1352500916,4.2294998169,4.2802500725,4.2902498245,inf,3.9252500534,3.9140000343,3.9275000095,4.5282502174,inf,4.5362501144,4.2975001335,4.3489999771,inf,inf,inf,inf,inf,1.6492500305,1.6742500067,inf,1.6755000353,1.6805000305,1.6827499867,inf,1.6849999428,1.6944999695,1.7135000229,inf,inf,inf,inf,inf,inf,inf,inf,4.6694998741,inf,4.6020002365,4.5342497826,4.4695000649,4.4085001946,inf,4.3527498245,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.9244999886,inf,3.96875,inf,4.013999939,3.9735000134,3.965749979,3.9632499218,inf,3.9214999676,3.9517500401,3.8849999905
1.52847372287038E+018,11467,1.52847372274698E+018,-3.1241390705,3.141592741,0.0174532924,0.150000006,8,inf,3.8797500134,3.6602499485,3.6549999714,3.7790000439,inf,3.7402501106,3.78125,3.8272500038,inf,inf,inf,inf,inf,inf,inf,3.8729999065,inf,3.8717501164,inf,inf,inf,inf,inf,inf,3.0552499294,3.9244999886,3.9695000649,inf,4.0187501907,2.917249918,3.9735000134,inf,inf,inf,inf,inf,3.0650000572,inf,2.9957499504,2.8905000687,2.8177499771,2.7252500057,inf,2.6962499619,inf,inf,inf,inf,2.3097500801,2.3415000439,0.124499999,1.4847500324,1.36650002,0.1270000041,1.3182499409,1.2910000086,1.2925000191,inf,inf,inf,inf,inf,inf,inf,1.9119999409,1.8875000477,1.5742499828,inf,1.5582499504,1.5410000086,1.5277500153,inf,1.5107500553,1.5004999638,1.4910000563,1.4782500267,inf,1.4674999714,1.51699996,1.6529999971,inf,1.8300000429,2.0604999065,2.3102500439,inf,2.7369999886,3.1462500095,3.8722500801,inf,inf,inf,7.290500164,inf,7.2855000496,7.2930002213,7.2802500725,7.2802500725,inf,7.2827501297,7.2827501297,7.2957501411,inf,7.2930002213,7.2982501984,7.2982501984,7.3087501526,inf,7.4542498589,inf,5.5482501984,4.9615001679,inf,4.7435002327,inf,inf,inf,inf,inf,1.2154999971,inf,1.2204999924,1.4797500372,1.4520000219,inf,1.4414999485,1.4592499733,1.2680000067,1.2220000029,1.2112499476,inf,1.2120000124,1.2259999514,1.2984999418,1.1037499905,inf,1.0827499628,1.1012500525,inf,inf,inf,inf,inf,0.1509999931,0.1529999971,0.1504999995,inf,inf,inf,2.212749958,inf,inf,inf,0.8949999809,0.8529999852,0.8299999833,inf,inf,inf,inf,inf,1.6325000525,0.7677500248,0.6927499771,0.6757500172,inf,inf,1.4785000086,1.4670000076,inf,inf,0.9967499971,0.8972499967,inf,0.8790000081,inf,0.8832499981,inf,0.6702499986,inf,0.9982500076,0.7480000257,0.7400000095,0.7352499962,inf,0.9357500076,1.0317499638,inf,1.0399999619,1.411749959,inf,1.4132499695,1.4184999466,1.5212500095,1.5352499485,inf,1.5490000248,1.5567500591,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.1457500011,1.7035000324,inf,1.536749959,1.659250021,1.6722500324,inf,inf,inf,inf,inf,inf,1.8585000038,1.7955000401,1.6572500467,1.7077499628,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.0622498989,inf,3.2365000248,3.346750021,3.5297501087,inf,3.7007501125,3.9672501087,4.2305002213,4.5322499275,inf,4.8715000153,5.1900000572,5.6440000534,inf,inf,3.5364999771,inf,3.3069999218,3.2772500515,inf,3.3857500553,3.346750021,3.3450000286,inf,inf,inf,9.7110004425,inf,inf,inf,inf,inf,inf,4.2895002365,3.7204999924,3.7272500992,3.7347500324,inf,3.5680000782,3.732749939,3.9230000973,4.0725002289,inf,4.0847501755,4.1224999428,4.1300001144,inf,4.1757497788,4.1859998703,4.2767500877,4.2895002365,inf,3.9625000954,3.9140000343,3.9695000649,4.5302500725,inf,4.5362501144,4.2957501411,4.3499999046,inf,inf,inf,inf,inf,1.6625000238,1.6742500067,inf,1.67324996,1.6802500486,1.681499958,inf,1.6909999847,1.7002500296,1.7209999561,inf,inf,inf,inf,inf,inf,inf,4.7389998436,inf,4.6694998741,4.537250042,4.4774999619,4.4675002098,inf,4.4105000496,4.3489999771,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.9192500114,inf,3.9275000095,inf,4.0164999962,3.9702498913,3.9649999142,3.9237499237,inf,3.8857500553,3.8827500343,3.8805000782
